Miasto,Dzielnica,Powierzchnia,Pokoje,Cena,Cena_m2
Kraków,Krowodrza,30.0,1.0,1400.0,46.67
Warszawa,Śródmieście,100.5,3.0,3200.0,31.84
Kraków,Stare Miasto,135.0,4.0,9000.0,66.67
Poznań,Grunwald,17.0,1.0,900.0,52.94
Warszawa,Żoliborz,105.0,4.0,5000.0,47.62
Kraków,Stare Miasto,32.0,1.0,1600.0,50.0
Łódź,Śródmieście,18.0,1.0,1300.0,72.22
Łódź,Widzew,54.0,2.0,1700.0,31.48
Kraków,Krowodrza,18.0,1.0,1000.0,55.56
pomorskie,Gdańsk,33.0,2.0,1700.0,51.52
Kraków,Podgórze,32.0,2.0,1800.0,56.25
Gdańsk,Zaspa,42.0,2.0,1500.0,35.71
Kraków,Stare Miasto,149.0,4.0,7900.0,53.02
Szczecin,Stare Miasto,30.0,2.0,1500.0,50.0
Warszawa,Sielce,41.0,2.0,2700.0,65.85
Łódź,Górna,18.0,1.0,950.0,52.78
Kraków,Stare Miasto,64.0,2.0,2700.0,42.19
Warszawa,Ochota,110.0,5.0,4900.0,44.55
Warszawa,Stary Imielin,41.0,2.0,2000.0,48.78
Szczecin,Stare Miasto,70.0,3.0,2800.0,40.0
Wrocław,Gądów Mały,54.0,2.0,1200.0,22.22
Wrocław,Stare Miasto,57.0,3.0,2600.0,45.61
Warszawa,Ursynów,67.0,3.0,3000.0,44.78
Wrocław,Krzyki,68.0,3.0,2200.0,32.35
Wrocław,Stare Miasto,39.0,2.0,1900.0,48.72
Warszawa,Mirów,143.0,4.0,5600.0,39.16
Kraków,Nowa Huta,32.68,1.0,1100.0,33.66
Łódź,Polesie,17.0,1.0,1150.0,67.65
Gdańsk,Oliwa,48.0,2.0,2100.0,43.75
Kraków,Stare Miasto,29.0,1.0,2000.0,68.97
Warszawa,Bemowo,41.6,2.0,2000.0,48.08
Warszawa,Sadyba,76.81,3.0,4000.0,52.08
Warszawa,Mokotów,50.0,3.0,2600.0,52.0
Warszawa,Mokotów,46.0,2.0,2400.0,52.17
Wrocław,Stare Miasto,44.0,2.0,4400.0,100.0
Kraków,Łobzów,56.0,3.0,2500.0,44.64
Kraków,Kazimierz,40.0,1.0,1900.0,47.5
Kraków,Stare Miasto,42.0,2.0,2300.0,54.76
Warszawa,Ochota,140.0,5.0,4200.0,30.0
Warszawa,Górce,63.0,3.0,3000.0,47.62
Kraków,Stare Miasto,60.0,2.0,3000.0,50.0
Kraków,Kleparz,55.0,2.0,2600.0,47.27
Warszawa,Nowolipki,47.0,3.0,4600.0,97.87
Łódź,Śródmieście,27.0,1.0,1400.0,51.85
Warszawa,Siekierki,36.0,1.0,1800.0,50.0
Warszawa,Anin,20.0,2.0,1200.0,60.0
Wrocław,Krzyki,65.0,3.0,2500.0,38.46
Warszawa,Tarchomin,55.8,3.0,2200.0,39.43
Warszawa,Rakowiec,76.0,3.0,3400.0,44.74
Kraków,Czyżyny,31.0,2.0,1790.0,57.74
Warszawa,Mokotów,80.0,3.0,6800.0,85.0
Warszawa,Służew,63.0,4.0,3000.0,47.62
Warszawa,Śródmieście,90.6,3.0,6750.0,74.5
Poznań,Łazarz,12.23,1.0,750.0,61.32
Kraków,Czyżyny,49.0,2.0,1600.0,32.65
Kraków,Dębniki,99.0,4.0,6800.0,68.69
Kraków,Stare Miasto,35.0,1.0,2200.0,62.86
Warszawa,Praga-Północ,44.0,2.0,2850.0,64.77
Kraków,Zwierzyniec,58.0,2.0,1500.0,25.86
Warszawa,Fort Bema,110.0,5.0,4700.0,42.73
Poznań,Jeżyce,23.0,1.0,1600.0,69.57
Warszawa,Mirów,30.0,1.0,4300.0,143.33
Kraków,Swoszowice,62.0,2.0,1300.0,20.97
Kraków,Prądnik Czerwony,55.0,2.0,1890.0,34.36
Kraków,Prądnik Biały,44.0,2.0,1600.0,36.36
Kraków,Łobzów,53.0,2.0,2000.0,37.74
małopolskie,Kraków,19.0,1.0,1080.0,56.84
wielkopolskie,Poznań,32.0,1.0,1200.0,37.5
Kraków,Stare Miasto,114.0,4.0,7000.0,61.4
Warszawa,Wola,47.0,2.0,2600.0,55.32
Kraków,Prądnik Biały,35.0,2.0,1700.0,48.57
Kraków,Podgórze,28.0,2.0,1750.0,62.5
Warszawa,Śródmieście,60.0,2.0,4500.0,75.0
Warszawa,Bielany,58.0,3.0,2500.0,43.1
Kraków,Stare Miasto,200.0,6.0,9000.0,45.0
Wrocław,Huby,36.0,2.0,1850.0,51.39
Wrocław,Przedmieście Oławskie,70.0,3.0,1600.0,22.86
Warszawa,Powiśle,41.0,1.0,4800.0,117.07
Warszawa,Nowy Rembertów,65.0,3.0,2100.0,32.31
Warszawa,Mokotów,54.1,2.0,3500.0,64.7
Kraków,Bronowice,53.0,3.0,1500.0,28.3
Warszawa,Mokotów,80.0,3.0,5500.0,68.75
Kraków,Grzegórzki,63.0,3.0,3300.0,52.38
Kraków,Kazimierz,38.0,2.0,2100.0,55.26
Wrocław,Stare Miasto,45.0,3.0,3000.0,66.67
Warszawa,Praga-Południe,29.0,1.0,1700.0,58.62
Kraków,Os. Ruczaj,42.0,2.0,2200.0,52.38
Warszawa,Mokotów,38.0,1.0,2500.0,65.79
mazowieckie,Warszawa,60.0,2.0,6000.0,100.0
Gdańsk,Orunia,42.0,2.0,1500.0,35.71
Kraków,Dębniki,80.0,3.0,2300.0,28.75
Poznań,Rataje,35.2,2.0,1200.0,34.09
Wrocław,Śródmieście,44.0,2.0,2100.0,47.73
Warszawa,Śródmieście,54.0,2.0,5000.0,92.59
Stare Miasto,Stary Rynek,36.0,1.0,1800.0,50.0
Kraków,Os. Prądnik Czerwony,46.0,2.0,1800.0,39.13
Kraków,Grzegórzki,74.0,3.0,3000.0,40.54
Warszawa,Wola,52.0,2.0,2300.0,44.23
Kraków,Dębniki,55.0,2.0,1800.0,32.73
Warszawa,Żoliborz,27.0,1.0,1900.0,70.37
małopolskie,Kraków,150.0,4.0,5000.0,33.33
Warszawa,Górce,70.0,3.0,3200.0,45.71
Wrocław,Plac Grunwaldzki,38.0,1.0,1490.0,39.21
Warszawa,Ochota,79.0,4.0,3700.0,46.84
Łódź,Złotno,42.5,2.0,1800.0,42.35
Warszawa,Mokotów,158.5,5.0,10000.0,63.09
Kraków,Grzegórzki,45.0,2.0,2200.0,48.89
Warszawa,Żoliborz,63.0,3.0,3500.0,55.56
Warszawa,Sielce,134.0,4.0,7500.0,55.97
Warszawa,Praga-Południe,38.0,2.0,2200.0,57.89
Łódź,Polesie,42.0,2.0,2150.0,51.19
Kraków,Krowodrza,47.0,2.0,1700.0,36.17
Łódź,Górna,43.0,2.0,1900.0,44.19
Kraków,Stare Miasto,30.0,1.0,3000.0,100.0
Kraków,Podgórze,35.0,1.0,1400.0,40.0
Warszawa,Praga-Północ,58.0,2.0,3000.0,51.72
Warszawa,Śródmieście,50.0,2.0,3500.0,70.0
Warszawa,Śródmieście,53.0,2.0,8500.0,160.38
Wrocław,Stare Miasto,18.0,1.0,1760.0,97.78
Warszawa,Śródmieście,28.0,1.0,1800.0,64.29
Kraków,Bieńczyce,34.5,2.0,1600.0,46.38
Kraków,Stare Miasto,53.13,3.0,2500.0,47.05
Warszawa,Włochy,52.0,2.0,2500.0,48.08
małopolskie,Kraków,26.0,1.0,1800.0,69.23
Warszawa,Targówek,55.0,1.0,2250.0,40.91
Warszawa,Mokotów,59.0,2.0,3500.0,59.32
Warszawa,Mokotów,95.0,4.0,5300.0,55.79
Kraków,Os. Ruczaj,12.0,3.0,700.0,58.33
Kraków,Salwator,45.0,2.0,3800.0,84.44
Kraków,Stare Miasto,95.0,3.0,3000.0,31.58
Warszawa,Mokotów,42.0,2.0,1900.0,45.24
Warszawa,Ochota,79.8,2.0,2900.0,36.34
Wrocław,Krzyki,42.17,2.0,2500.0,59.28
Kraków,Os. Podwawelskie,33.0,1.0,1400.0,42.42
małopolskie,Kraków,55.0,3.0,2500.0,45.45
Kraków,Krowodrza,28.0,1.0,1200.0,42.86
Łódź,Polesie,38.02,1.0,1800.0,47.34
Kraków,Podgórze,20.0,1.0,1350.0,67.5
Warszawa,Mokotów,120.0,4.0,10500.0,87.5
Kraków,Dębniki,140.0,3.0,7000.0,50.0
Warszawa,Wilanów,42.0,2.0,2200.0,52.38
Wrocław,Stare Miasto,50.0,2.0,1550.0,31.0
Kraków,Grzegórzki,51.0,2.0,1900.0,37.25
Kraków,Stare Miasto,70.0,2.0,1999.0,28.56
Łódź,Śródmieście,60.0,2.0,1640.0,27.33
wielkopolskie,Poznań,37.0,2.0,1800.0,48.65
Kraków,Stare Miasto,48.0,2.0,2150.0,44.79
Kraków,Stare Miasto,65.0,3.0,4900.0,75.38
Wrocław,Szczepin,79.0,3.0,2500.0,31.65
Łódź,Śródmieście,90.0,3.0,2200.0,24.44
Warszawa,Śródmieście,90.0,3.0,4500.0,50.0
Gdańsk,Suchanino,63.0,4.0,2800.0,44.44
Wrocław,Krzyki,56.0,2.0,5000.0,89.29
Poznań,Jeżyce,51.0,2.0,2500.0,49.02
Warszawa,Mokotów,38.0,2.0,1800.0,47.37
Poznań,Jeżyce,40.0,2.0,1100.0,27.5
Łódź,Śródmieście,64.0,3.0,2900.0,45.31
Warszawa,Słodowiec,48.0,2.0,2400.0,50.0
Warszawa,Śródmieście,40.0,2.0,2700.0,67.5
Warszawa,Ochota,36.88,2.0,2150.0,58.3
Kraków,Prądnik Biały,43.0,2.0,1900.0,44.19
Poznań,Łazarz,74.0,2.0,1500.0,20.27
Szczecin,Stare Miasto,89.72,4.0,4500.0,50.16
Warszawa,Mirów,50.0,2.0,2300.0,46.0
Warszawa,Wola,55.0,2.0,1800.0,32.73
Warszawa,Służewiec,148.0,5.0,6000.0,40.54
Warszawa,Wawrzyszew,63.0,3.0,2400.0,38.1
Warszawa,Śródmieście,54.0,2.0,8800.0,162.96
Warszawa,Mokotów,47.0,2.0,2500.0,53.19
Kraków,Prądnik Biały,60.0,3.0,2100.0,35.0
Kraków,Podgórze,44.63,1.0,2100.0,47.05
Warszawa,Ochota,22.0,1.0,1500.0,68.18
Wrocław,Stare Miasto,34.0,1.0,1700.0,50.0
Kraków,Łagiewniki-Borek Fałęcki,42.0,2.0,2000.0,47.62
Warszawa,Bielany,49.0,2.0,2400.0,48.98
małopolskie,Kraków,43.0,2.0,2100.0,48.84
Szczecin,Centrum,82.91,4.0,3200.0,38.6
Wrocław,Os. Powstańców Śląskich,48.0,2.0,1500.0,31.25
małopolskie,Kraków,33.0,1.0,1850.0,56.06
Wrocław,Stare Miasto,58.0,2.0,2800.0,48.28
Kraków,Krowodrza,66.0,4.0,2300.0,34.85
Warszawa,Saska Kępa,35.0,2.0,2600.0,74.29
Kraków,Grzegórzki,80.0,3.0,2500.0,31.25
Warszawa,Śródmieście,100.0,3.0,3200.0,32.0
dolnośląskie,Wrocław,40.0,1.0,1900.0,47.5
Poznań,Podolany,32.0,1.0,1100.0,34.38
Gdańsk,Stare Miasto,37.43,1.0,2100.0,56.1
Kraków,Stare Miasto,58.0,3.0,3300.0,56.9
Kraków,Stare Miasto,30.0,1.0,1600.0,53.33
Warszawa,Wola,52.0,2.0,3900.0,75.0
Warszawa,Wola,47.0,2.0,3500.0,74.47
Gdynia,Witomino,38.0,2.0,1500.0,39.47
Kraków,Os. Na Kozłówce,43.0,3.0,2000.0,46.51
Poznań,Ogrody,74.06,2.0,4500.0,60.76
Warszawa,Śródmieście,28.0,1.0,2400.0,85.71
Warszawa,Mokotów,62.0,2.0,2750.0,44.35
Kraków,Stare Miasto,50.0,2.0,1950.0,39.0
Kraków,Stare Miasto,89.0,3.0,5000.0,56.18
małopolskie,Kraków,50.0,2.0,1500.0,30.0
Warszawa,Śródmieście,63.0,2.0,2900.0,46.03
Kraków,Prądnik Czerwony,19.0,1.0,1100.0,57.89
mazowieckie,Warszawa,91.5,5.0,3600.0,39.34
Warszawa,Wilanów,90.0,3.0,4500.0,50.0
Warszawa,Śródmieście,54.0,2.0,2400.0,44.44
Gdańsk,Wrzeszcz,65.0,3.0,2400.0,36.92
Kraków,Grzegórzki,27.0,1.0,1700.0,62.96
Kraków,Krowodrza,52.0,1.0,1600.0,30.77
Kraków,Os. Ruczaj,58.0,3.0,1400.0,24.14
Kraków,Dębniki,48.0,2.0,1750.0,36.46
Kraków,Ludwinów,115.0,3.0,5000.0,43.48
Warszawa,Wierzbno,41.5,2.0,2280.0,54.94
Kraków,Stare Miasto,47.0,2.0,2000.0,42.55
